Troll 2 (1990),Fantasy|Horror,0.5
Wanted (2009),Action|Romance,1.0
Amelia (2009),Drama,0.5
"First Day of the Rest of Your Life, The (Le premier jour du reste de t",Comedy|Drama,0.5
Peter & the Wolf (2006),Animation|Musical,0.5
41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad Abo,Comedy,1.0
Vampires Suck (2010),Comedy,0.5
Lake Mungo (2008),Drama|Mystery|Thriller,1.0
"Agony and the Ecstasy of Phil Spector, The (2009)",Documentary,0.5
Burlesque (2010),Drama|Musical|Romance,1.0
Made in Dagenham (2010),Comedy|Drama,1.0
Home Alone 4 (2002),Children|Comedy|Crime,1.0
"Big Mommas: Like Father, Like Son (2011)",Comedy,1.0
Hop (2011),Animation|Children|Comedy,1.0
Final Destination 5 (2011),Horror|Thriller|IMAX,1.0
"Conspirator, The (2010)",Drama,0.5
I Don't Know How She Does It (2011),Comedy,1.0
Trespass (2011),Crime|Drama|Thriller,0.5
Clone (Womb) (2010),Drama|Romance|Sci-Fi,1.0
Ghost Rider: Spirit of Vengeance (2012),Action|Fantasy|Thriller,1.0
Wrath of the Titans (2012),Action|Adventure|Fantasy|IMAX,1.0
The Scorpion King: Rise of a Warrior (2008),Action|Adventure|Fantasy,1.0
"Giant Mechanical Man, The (2012)",Comedy|Drama|Romance,0.5
"Adventures of Mary-Kate and Ashley, The: The Case of the United States",Children|Musical|Mystery,0.5
Apartment 143 (2011),Horror|Thriller,1.0
"Broken Circle Breakdown, The (2012)",Drama,1.0
After Earth (2013),Action|Adventure|Sci-Fi|IMAX,1.2
R.I.P.D. (2013),Action|Comedy|Fantasy,1.1666666666666667
Getaway (2013),Action|Crime,1.0
Inescapable (2012),Action|Drama|War,1.0
Marc Maron: Thinky Pain (2013),Comedy,1.0
"I, Frankenstein (2014)",Action|Fantasy|Sci-Fi|IMAX,0.5
Tammy (2014),Comedy,1.0
Werner - Beinhart! (1990),Action|Animation|Comedy,0.5
Seventh Son (2014),Adventure|Children|Fantasy,1.0
Taken 3 (2015),Action|Crime|Thriller,1.0
Shriek If You Know What I Did Last Friday the Thirteenth (2000),Comedy|Horror,1.0
Fifty Shades of Grey (2015),Drama|Romance,0.5
The Boy Next Door (2015),Mystery|Thriller,1.0
Superfast! (2015),(no genres listed),0.5
Tracers (2015),Action,1.0
Poltergeist (2015),Horror|Thriller,0.5
The Atticus Institute (2015),Horror,1.0
Sword of Vengeance (2014),Action|Adventure|Drama,1.0
Just Before I Go (2014),Comedy|Drama,1.0
Sharknado 3: Oh Hell No! (2015),Horror|Sci-Fi,1.0
Search Party (2014),Comedy,1.0
Contracted: Phase II (2015),Drama|Horror|Thriller,1.0
Concussion (2015),Drama,1.0
Miles Ahead (2016),Drama,0.5
Keanu (2016),Comedy,1.0
Popstar: Never Stop Never Stopping (2016),Comedy,1.0
Approaching the Unknown (2016),Drama|Sci-Fi|Thriller,0.5
Ghostbusters (2016),Action|Comedy|Horror|Sci-Fi,1.0
Sunspring (2016),Sci-Fi,0.5
Body (2015),Drama|Horror|Thriller,1.0
